Province/Territory,Program Stream,Employer,Address,Occupation,Incorporate Status,Requested LMIAs,Requested Positions,Year,Date
Ontario,High Wage,TATA LOGISTICS LTD.,"Brampton, ON L6T 4T5",4163-Business development officers and marketing researchers and consultants,Unknown,1.0,1.0,2023,October 2023
Ontario,High Wage,Team Associates LTD,"Markham, ON L3R 0A9","0013-Senior managers - financial, communications and other business services",Unknown,1.0,1.0,2023,October 2023
Ontario,High Wage,Temple Road Publishing Inc.,"Toronto, ON M5C 2C5",1241-Administrative assistants,Unknown,1.0,1.0,2023,October 2023
Ontario,High Wage,The Mystic Canada ltd.,"Toronto, ON M4S 3E2",1221-Administrative officers,Unknown,1.0,1.0,2023,October 2023
Ontario,High Wage,Topknot Aviation Ltd.,"WATERLOO, ON N2L 0C7","0013-Senior managers - financial, communications and other business services",Unknown,1.0,1.0,2023,October 2023
Ontario,High Wage,TOR-EX INC.,"Mississauga, ON L5H 3H3",7521-Heavy equipment operators (except crane),Unknown,1.0,1.0,2023,October 2023
Ontario,High Wage,TRIGAR CONSULTING INC,"East York, ON M4H 1J5",0125-Other business services managers,Unknown,1.0,1.0,2023,October 2023
Ontario,High Wage,Violet Renovations LTD,"Mississauga, ON L5G 4C6",0711-Construction managers,Unknown,1.0,1.0,2023,October 2023
Ontario,High Wage,Wisdom Edge Inc.,"MISSISSAUGA, ON L4W 5K4",0421-Administrators - post-secondary education and vocational training,Unknown,1.0,1.0,2023,October 2023
Ontario,High Wage,Wood Brick Construction Limited,"Brantford, ON N3T 0K4","7284-Plasterers, drywall installers and finishers and lathers",Unknown,1.0,1.0,2023,October 2023
Ontario,High Wage,WORLD VISION TRAVELS INC.,"Ottawa, ON K1N 8S7",0601-Corporate sales managers,Unknown,1.0,1.0,2023,October 2023
Ontario,High Wage,Zuva Inc.,"Toronto, ON M5X 1B8",2173-Software engineers and designers,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,1000032146 ONTARIO INC,"Minden, ON K0M 2K0",0621-Retail and wholesale trade managers,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,1000199177 Ontario Inc.,"London, ON N5Z 2A2",6211-Retail sales supervisors,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,1000380620 Ontario Inc.,"Barrie, ON L4N 9C7",1311-Accounting technicians and bookkeepers,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,10176729 Canada Inc,"Ottawa, ON K1S 2J8","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,10429767 CANADA INC.,"THORNHILL, ON L4J 8J2","6562-Estheticians, electrologists and related occupations",Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,11148095 Canada Inc.,"Scarborough, ON M1S 5M9",6322-Cooks,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,1151001 ONTARIO LTD,"Pickering, ON L1W 3V5","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1.0,4.0,2023,October 2023
Ontario,Low Wage,11669877 CANADA INC,"Ottawa, ON K1N 5X8",6211-Retail sales supervisors,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,11779770 CANADA INC.,"Mississauga, ON L5S 1V9",1411-General office support workers,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,12082799 Canada Inc.,"Markham, ON L3R 1H5",7511-Transport truck drivers,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,12214768 Canada Inc.,"Ottawa, ON K1Y 2Y6",6322-Cooks,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,12308011 CANADA INC,"Blenheim, ON N0P 1A0",6211-Retail sales supervisors,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,12624320 Canada Inc.,"North York, ON M3N 1V7","3413-Nurse aides, orderlies and patient service associates",Unknown,3.0,5.0,2023,October 2023
Ontario,Low Wage,12796490 Canada Inc.,"Scarborough, ON M1B 2W2",6321-Chefs,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,1343059 Ontario Limited,"Mississauga, ON L5B 3X9",6322-Cooks,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,13639452 Canada Inc.,"Brampton, ON L7A 2X4",7294-Painters and decorators (except interior decorators),Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,1746104 Ontario Corp.,"Mississauga, ON L5T 2J1",2242-Electronic service technicians (household and business equipment),Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,2021 Jay Ambe Inc.,"Guelph, ON N1H 7B4",6322-Cooks,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,2213206 ONTARIO LIMITED,"Bolton, ON L7E 4H1",4214-Early childhood educators and assistants,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,2234881 Ontario Inc.,"Oakville, ON L6L 5W8","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,2371344 Ontario Inc.,"Toronto, ON M1X 1E7",1411-General office support workers,Unknown,1.0,2.0,2023,October 2023
Ontario,Low Wage,2549177 Ontario Inc.,"Scarborough, ON M1S 3T6",6322-Cooks,Unknown,1.0,2.0,2023,October 2023
Ontario,Low Wage,2574346 Ontario LTD.,"Richmond Hill, ON L4B 3Y4",4214-Early childhood educators and assistants,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,2678642 Ontario Inc.,"Cambridge, ON N1R 3Z8",7612-Other trades helpers and labourers,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,2703323 Ontario Inc,"Scarborough, ON M1B 2G6",1221-Administrative officers,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,2779571 Ontario Inc.,"Smooth Rock Falls, ON P0L 1V0",6314-Customer and information services supervisors,Unknown,1.0,2.0,2023,October 2023
Ontario,Low Wage,2839105 Ontario Inc.,"Brampton, ON L6P 3W4","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,7073674 Canada Ltd,"Ottawa, ON K1P 5N2","6733-Janitors, caretakers and building superintendents",Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,7186428 Canada Inc. Brule Enterprises,"Ottawa, ON K4A  4W",7441-Residential and commercial installers and servicers,Sole Proprietorship,1.0,1.0,2023,October 2023
Ontario,Low Wage,9924965 Canada Inc,"Brampton, ON L6P 2A9",1241-Administrative assistants,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,A & F Galati Limited,"North York, ON M2H 1J8",1221-Administrative officers,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,Abundant Foods Investment Inc.,"North York, ON M3N 1H4",6211-Retail sales supervisors,Unknown,1.0,2.0,2023,October 2023
Ontario,Low Wage,Accurate Glass Products Inc.,"Barrie, ON L4N 7W6",9413-Glass forming and finishing machine operators and glass cutters,Unknown,1.0,5.0,2023,October 2023
Ontario,Low Wage,AGTA HOME HEALTH CARE SIMCOE COUNTY INC,"Barrie, ON L4N 9A8",3011-Nursing co-ordinators and supervisors,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,Andrew Enofe Real Estate Inc,"WOODBRIDGE, ON L4L 0G9",1122-Professional occupations in business management consulting,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,ANY Group Inc,"Toronto, ON M9V 3Y6",1241-Administrative assistants,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,Bridging Square Inc,"Mississauga, ON L4Z 1V9",1241-Administrative assistants,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,Bullet Freight LTD,"Brantford, ON N3T 5L8",7511-Transport truck drivers,Unknown,1.0,3.0,2023,October 2023
Ontario,Low Wage,Burnbrae Farms Ltd,"Lyn, ON K0E 1M0",6315-Cleaning supervisors,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,Carez Nursing Solutions Inc.,"HAMILTON, ON L8E 4V4","3413-Nurse aides, orderlies and patient service associates",Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,CARMA Corp.,"Lindsay, ON K9V 4R3",1311-Accounting technicians and bookkeepers,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,Chibugan Eh Inc.,"Mississauga, ON L4Y 4G6",1241-Administrative assistants,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,Chiyue Food Processing Inc.,"CONCORD, ON L4K 1L3",6411-Sales and account representatives - wholesale trade (non-technical),Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,Citywide Automation Inc.,"Woodbridge, ON L4L 4A3",2241-Electrical and electronics engineering technologists and technicians,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,Clonard Group Inc,"Toronto, ON M3J 2G6",7271-Carpenters,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,Critical Hit Gaming Lounge Inc.,"Courtice, ON L1E 2R6",6533-Casino occupations,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,CSH (Rockcliffe) Inc.,"Ottawa, ON K1N 0A2","3413-Nurse aides, orderlies and patient service associates",Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,"DGZ ENTERPRISE (GROUP),INC.","Scarborough, ON M1S 3C8",7514-Delivery and courier service drivers,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,East Toronto Village Children's Centre,"Toronto, ON M4E 2Z4",4214-Early childhood educators and assistants,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,Efren Encarnacion Physiotherapy Professional Corporation,"Thornhill, ON L3T 1H4",3414-Other assisting occupations in support of health services,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,EIDS CONSULTANTS INC.,"Mississauga,, ON L5M 2S1",2131-Civil engineers,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,EXCEL MACHINERY SALES CORPORATION,"TECUMSEH, ON N8N 5C6",7311-Construction millwrights and industrial mechanics,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,F Selim Inc.,"Mississauga, ON L5C 4E3",6311-Food service supervisors,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,Farah Family Solutions Inc.,"Toronto, ON M9N 1H4",4212-Social and community service workers,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,First Choice Beverage Inc.,"Mississauga, ON L5T 2T6","9213-Supervisors, food, beverage and associated products processing",Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,Galaxy Home Furnishing Corp.,"Mississauga, ON L5T 2S9",1524-Purchasing and inventory control workers,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,Gamma Immigration Services Canada Inc,"Brmpton, ON L6X 0R7",1311-Accounting technicians and bookkeepers,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,GM TRUCK & TRAILER REPAIR SERVICES INC.,"Mississauga, ON L5T 1E4",6221-Technical sales specialists - wholesale trade,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,H&Y International Trading Inc.,"Markham, ON L3R 1A4",2263-Inspectors in public and environmental health and occupational health and safety,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,Harwash Inc.,"Mississauga, ON L5B 0G7","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1.0,2.0,2023,October 2023
Ontario,Low Wage,Hex IT Solutions Inc.,"Mississauga, ON L5N 2X7",2281-Computer network technicians,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,Incareof Inc,"Mississauga, ON L5C 4P9","3413-Nurse aides, orderlies and patient service associates",Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,Infinity Building Solutions Inc.,"Georgetown, ON L7G 0H6",6211-Retail sales supervisors,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,iRestify Inc,"Toronto, ON M5C 1C4",0714-Facility operation and maintenance managers,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,Ivan B. Wallace Ontario Land Surveyor Inc.,"Bomanville, ON L1C 4N4",2254-Land survey technologists and technicians,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,JIC Consultant Limited,"Toronto, ON M9M 0A2",1241-Administrative assistants,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,Kelvin Sales Inc,"Brampton, ON L7A 4H4",1241-Administrative assistants,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,Kohinoor Looms Inc.,"Etobicoke, ON M9V 2X4",7611-Construction trades helpers and labourers,Unknown,1.0,2.0,2023,October 2023
Ontario,Low Wage,lakesview renovations & construction inc.,"Brampton, ON L6X 0N3",7294-Painters and decorators (except interior decorators),Unknown,1.0,2.0,2023,October 2023
Ontario,Low Wage,London Industrial Group Corporation,"london, ON N5Y 3J7","6733-Janitors, caretakers and building superintendents",Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,MADIX GRAPHIC SOLUTIONS,"MISSISSAUGA, ON L5T 1H3",1221-Administrative officers,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,Microstar Biotech Inc,"Dundas, ON L9H 6C7",6421-Retail salespersons,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,Migration Solutions Canada Inc.,"Mississauga, ON L5B 3Z6",1411-General office support workers,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,MISSION CONTROL NOC AND HELPDESK SERVICES,"TORONTO, ON M3J 3H7",1241-Administrative assistants,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,MISSION CONTROL NOC AND HELPDESK SERVICES,"TORONTO, ON M3J 3H7",1311-Accounting technicians and bookkeepers,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,MKR Restaurant Inc,"cornwall, ON K6H 2B8",0631-Restaurant and food service managers,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,NOBLE CARE STAFFING INC,"BOWMANVILLE, ON L1C 0N9","3413-Nurse aides, orderlies and patient service associates",Unknown,1.0,10.0,2023,October 2023
Ontario,Low Wage,Northern Stars Montessori School & Daycare,"barrie, ON L4N 4K8",4214-Early childhood educators and assistants,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,Orange contracting inc.,"Richmond Hill, ON L4E 4A1",7281-Bricklayers,Unknown,1.0,2.0,2023,October 2023
Ontario,Low Wage,PASS PEBC LTD.,"Lynden, ON L0R 1T0","7305-Supervisors, motor transport and other ground transit operators",Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,Pollard Windows Inc,"Burlington, ON L7R 3Y3",7511-Transport truck drivers,Unknown,1.0,2.0,2023,October 2023
Ontario,Low Wage,Pro Aire Heating and Cooling Inc,"Brampton, ON L7A 5H5",7612-Other trades helpers and labourers,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,Rebma Transport Inc,"Brampton, ON L6X 0L9",1241-Administrative assistants,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,Redi-Plumbing Inc.,"Woodbridge, ON L4H 1K8",7611-Construction trades helpers and labourers,Unknown,1.0,2.0,2023,October 2023
Ontario,Low Wage,ROADLINE LOGISTICS INC,"TORONTO, ON M9C 4V9",7511-Transport truck drivers,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,Royal SC Ltd,"Concord, ON L4K 2P2","9414-Concrete, clay and stone forming operators",Unknown,1.0,3.0,2023,October 2023
Ontario,Low Wage,SilverEagle Consulting Inc.,"Etobicoke, ON M9C 5J1",1241-Administrative assistants,Unknown,1.0,2.0,2023,October 2023
Ontario,Low Wage,SNP Contracting Services INC,"Toronto, ON M9N 1Z4",8612-Landscaping and grounds maintenance labourers,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,Tangri insurance & Financial  Group Inc,"Mississauga, ON L5S 1N6",1221-Administrative officers,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,The dollar store plus inc,"Mississaugh, ON L5L 3R4",6211-Retail sales supervisors,Unknown,1.0,2.0,2023,October 2023
Ontario,Low Wage,The Royal Apron Inc,"Gloucester, ON K1T 0N4",6221-Technical sales specialists - wholesale trade,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,Totals Inventory Professionals,"MISSISSAUGA, ON L4W 5K4",1221-Administrative officers,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,TRADESTATE INC.,"MILTON, ON L9T 6B6",1241-Administrative assistants,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,Westboro Montessori School Inc,"Ottawa, ON K1Z 6X3",4214-Early childhood educators and assistants,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,Westlife Associates Inc,"Tottenham, ON L0G 1W0",6311-Food service supervisors,Unknown,1.0,2.0,2023,October 2023
Ontario,Low Wage,Windsor Veterinary Professional Corporation,"Windsor, ON N8Y 2N8",6563-Pet groomers and animal care workers,Unknown,1.0,1.0,2023,October 2023
Ontario,Low Wage,"Yamato Transport U.S.A., Inc.","MISSISSAUGA, ON L4V 1H3",7514-Delivery and courier service drivers,Unknown,1.0,1.0,2023,October 2023
Ontario,Primary Agriculture,Pure Flavor Farms Inc,"Staples, ON N0P 2J0",8431-General farm workers,Unknown,1.0,288.0,2023,October 2023
Ontario,Primary Agriculture,Sharon Mushroom Farm,"Sharon, ON L0G 1V0",8431-General farm workers,Unknown,1.0,18.0,2023,October 2023
Ontario,Global Talent Stream,13199517 Canada Inc,"Toronto, ON M5X 1C9",2172-Database analysts and data administrators,Unknown,1.0,1.0,2023,October 2023
Ontario,Global Talent Stream,DHALIWAL TRANSPORTATION INC,"BRAMPTON, ON L7A 2Z3",2174-Computer programmers and interactive media developers,Unknown,1.0,1.0,2023,October 2023
Ontario,Global Talent Stream,Edifian Inc,"Etobicoke, ON M8Z 3A8",0213-Computer and information systems managers,Corporation,1.0,1.0,2023,October 2023
Ontario,Global Talent Stream,Malvi Systems Canada Incorporated,"TORONTO, ON M9W 5Z8",2171-Information systems analysts and consultants,Corporation,1.0,2.0,2023,October 2023
Ontario,Global Talent Stream,RAMP Technology Group Inc.,"Markham, ON L3R 5G3",2174-Computer programmers and interactive media developers,Unknown,2.0,2.0,2023,October 2023
Ontario,Permanent Resident Only,13248020 Canada Inc,"Brampton, ON L7A 2L8",1221-Administrative officers,Unknown,1.0,1.0,2023,October 2023
Ontario,Permanent Resident Only,13616291 Canada Inc.,"Brampton, ON L7A 3S6","0016-Senior managers - construction, transportation, production and utilities",Unknown,1.0,1.0,2023,October 2023
Ontario,Permanent Resident Only,14010094 CANADA INC,"Ottawa, ON K1N 9J7",0631-Restaurant and food service managers,Unknown,1.0,1.0,2023,October 2023
Ontario,Permanent Resident Only,2210310 Ontario Inc.,"Milton, ON L9T 5J3","0016-Senior managers - construction, transportation, production and utilities",Unknown,1.0,1.0,2023,October 2023
Ontario,Permanent Resident Only,2218361 Ontario inc,"Toronto, ON M2N 1P5",6311-Food service supervisors,Unknown,1.0,1.0,2023,October 2023
Ontario,Permanent Resident Only,2589193 ONTARIO INC.,"Nepean, ON K2J 4H9",6311-Food service supervisors,Unknown,1.0,1.0,2023,October 2023
Ontario,Permanent Resident Only,2693908 ONTARIO INC.,"Bowmanville, ON L1C 2W4",0632-Accommodation service managers,Unknown,1.0,1.0,2023,October 2023
Ontario,Permanent Resident Only,2755523 ONTARIO CORPORATION,"Barrie, ON L4N 3V7",1241-Administrative assistants,Unknown,1.0,1.0,2023,October 2023
Ontario,Permanent Resident Only,Auto Realm Inc,"London, ON N5W 5V3","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1.0,1.0,2023,October 2023
Ontario,Permanent Resident Only,Biz Echo First Cut Inc,"MILTON, ON L9T 5L8",0112-Human resources managers,Unknown,1.0,1.0,2023,October 2023
Ontario,Permanent Resident Only,Connect6 Group Inc.,"Toronto, ON M3C 1V9","0124-Advertising, marketing and public relations managers",Unknown,1.0,1.0,2023,October 2023
Ontario,Permanent Resident Only,CRYSTAL EDGE CARE,"Corunna, ON N0N 1G0","0013-Senior managers - financial, communications and other business services",Unknown,1.0,1.0,2023,October 2023
Ontario,Permanent Resident Only,CRYSTAL EDGE CARE,"Corunna, ON N0N 1G0","0014-Senior managers - health, education, social and community services and membership organizations",Unknown,1.0,1.0,2023,October 2023
