,Province/Territory,Program Stream,Employer,Address,Occupation,Incorporate Status,Requested LMIAs,Requested Positions,Year,Date,Month,ZipCode,NOC 2016 V1.3 Code,NOC 2016 V1.3 Title,NOC 2021 V1.0 Code,NOC 2021 V1.0 Title,Teer
109,Ontario,High Wage,CIT Corp,"Concord, ON L4K 1Z8",0111-Financial managers,Unknown,1.0,1.0,2023,October 2023,October,L4K 1Z8,0111,Financial managers,10010,Financial managers,0
110,Ontario,High Wage,Compatible Concepts Pvt. Ltd.,"Mississauga, ON L5B 3C3",1221-Administrative officers,Unknown,1.0,1.0,2023,October 2023,October,L5B 3C3,1221,Administrative officers,13100,Administrative officers,3
111,Ontario,High Wage,Contract Packaging Distribution Inc.,"Etobicoke, ON M9W 1N4",1225-Purchasing agents and officers,Unknown,1.0,1.0,2023,October 2023,October,M9W 1N4,1225,Purchasing agents and officers,12102,Procurement and purchasing agents and officers,2
112,Ontario,High Wage,Crescent Energy Consulting Ltd,"WATERLOO, ON N2L 0C7","0014-Senior managers - health, education, social and community services and membership organizations",Unknown,1.0,1.0,2023,October 2023,October,N2L 0C7,0014,"Senior managers - health, education, social and community services and membership organizations",00013,"Senior managers - health, education, social and community services and membership organizations",0
113,Ontario,High Wage,Dr. Steven V. Zizzo Professional Medicine Corp.,"Hamilton, ON L8J 0B6",3124-Allied primary health practitioners,Unknown,1.0,1.0,2023,October 2023,October,L8J 0B6,3124,Allied primary health practitioners,31302,Nurse practitioners,1
114,Ontario,High Wage,Dr. Steven V. Zizzo Professional Medicine Corp.,"Hamilton, ON L8J 0B6",3124-Allied primary health practitioners,Unknown,1.0,1.0,2023,October 2023,October,L8J 0B6,3124,Allied primary health practitioners,31303,"Physician assistants, midwives and allied health professionals",1
115,Ontario,High Wage,Dr. Steven V. Zizzo Professional Medicine Corp.,"Hamilton, ON L8J 0B6",3124-Allied primary health practitioners,Unknown,1.0,1.0,2023,October 2023,October,L8J 0B6,3124,Allied primary health practitioners,32103,"Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",2
116,Ontario,High Wage,DSA DISPOSAL INC,"STONEY CREEK, ON L8J 0M3",7511-Transport truck drivers,Unknown,1.0,1.0,2023,October 2023,October,L8J 0M3,7511,Transport truck drivers,73300,Transport truck drivers,3
117,Ontario,High Wage,EAGLE SHUNT SERVICE LTD.,"Inglewood, ON L7C 2B8","0016-Senior managers - construction, transportation, production and utilities",Unknown,1.0,1.0,2023,October 2023,October,L7C 2B8,0016,"Senior managers - construction, transportation, production and utilities",00015,"Senior managers - construction, transportation, production and utilities",0
118,Ontario,High Wage,Expansion Edge LTD.,"Toronto, ON M5A 1S9",0213-Computer and information systems managers,Unknown,1.0,1.0,2023,October 2023,October,M5A 1S9,0213,Computer and information systems managers,20012,Computer and information systems managers,0
119,Ontario,High Wage,Feels Like Home,"Toronto, ON M6H  2X","5131-Producers, directors, choreographers and related occupations",Co-operative,2.0,2.0,2023,October 2023,October,M6H  2X,5131,"Producers, directors, choreographers and related occupations",51120,"Producers, directors, choreographers and related occupations",1
120,Ontario,High Wage,Finance Hub Consultancy Ltd.,"MISSISSAUGA, ON L5R 3E7",0111-Financial managers,Unknown,1.0,1.0,2023,October 2023,October,L5R 3E7,0111,Financial managers,10010,Financial managers,0
121,Ontario,High Wage,FinGenius advisors Inc.,"Toronto, ON M6P 3T1","0121-Insurance, real estate and financial brokerage managers",Unknown,1.0,1.0,2023,October 2023,October,M6P 3T1,0121,"Insurance, real estate and financial brokerage managers",10020,"Insurance, real estate and financial brokerage managers",0
122,Ontario,High Wage,ForeFront Forum Ltd.,"Ottawa, ON K1N 8S7","0124-Advertising, marketing and public relations managers",Unknown,1.0,1.0,2023,October 2023,October,K1N 8S7,0124,"Advertising, marketing and public relations managers",10022,"Advertising, marketing and public relations managers",0
123,Ontario,High Wage,ForeFront Forum Ltd.,"Ottawa, ON K1N 8S7",1221-Administrative officers,Unknown,1.0,1.0,2023,October 2023,October,K1N 8S7,1221,Administrative officers,13100,Administrative officers,3
124,Ontario,High Wage,FROZENMAN INC,"Scarborough, ON M1N 4B5","5131-Producers, directors, choreographers and related occupations",Unknown,3.0,3.0,2023,October 2023,October,M1N 4B5,5131,"Producers, directors, choreographers and related occupations",51120,"Producers, directors, choreographers and related occupations",1
125,Ontario,High Wage,Gallant & Toole Inc.,"Etobicoke, ON M9C 5L5",0111-Financial managers,Unknown,1.0,1.0,2023,October 2023,October,M9C 5L5,0111,Financial managers,10010,Financial managers,0
126,Ontario,High Wage,Glen Derry Physiotherapy and Wellness Clinic,"Mississauga, ON L5N 3N5",1221-Administrative officers,Corporation,1.0,1.0,2023,October 2023,October,L5N 3N5,1221,Administrative officers,13100,Administrative officers,3
127,Ontario,High Wage,GRACELIGHT TRADING LTD.,"Toronto, ON M5V 2Y1",0621-Retail and wholesale trade managers,Unknown,1.0,1.0,2023,October 2023,October,M5V 2Y1,0621,Retail and wholesale trade managers,60020,Retail and wholesale trade managers,0
128,Ontario,High Wage,GRANT GLOBAL LOGISTICS INC.,"MAPLE, ON L4K 4V5",7511-Transport truck drivers,Unknown,1.0,5.0,2023,October 2023,October,L4K 4V5,7511,Transport truck drivers,73300,Transport truck drivers,3
129,Ontario,High Wage,HANDS ON GREENS LTD.,"Mississauga, ON L5B 3C3","1211-Supervisors, general office and administrative support workers",Unknown,1.0,1.0,2023,October 2023,October,L5B 3C3,1211,"Supervisors, general office and administrative support workers",12010,"Supervisors, general office and administrative support workers",2
130,Ontario,High Wage,HIMCAN CONSTRUCTION & RENOVATIONS INC.,"Oakville, ON L6H 7S8",0711-Construction managers,Unknown,1.0,1.0,2023,October 2023,October,L6H 7S8,0711,Construction managers,70010,Construction managers,0
131,Ontario,High Wage,HM MISSISSAUGA INC.,"St. Catharines, ON L2R 2Z5","1123-Professional occupations in advertising, marketing and public relations",Unknown,1.0,1.0,2023,October 2023,October,L2R 2Z5,1123,"Professional occupations in advertising, marketing and public relations",10022,"Advertising, marketing and public relations managers",0
132,Ontario,High Wage,HM MISSISSAUGA INC.,"St. Catharines, ON L2R 2Z5","1123-Professional occupations in advertising, marketing and public relations",Unknown,1.0,1.0,2023,October 2023,October,L2R 2Z5,1123,"Professional occupations in advertising, marketing and public relations",11202,"Professional occupations in advertising, marketing and public relations",1
133,Ontario,High Wage,HM MISSISSAUGA INC.,"St. Catharines, ON L2R 2Z5","1123-Professional occupations in advertising, marketing and public relations",Unknown,1.0,1.0,2023,October 2023,October,L2R 2Z5,1123,"Professional occupations in advertising, marketing and public relations",64409,Other customer and information services representatives,4
134,Ontario,High Wage,HYPERAMA INC.,"Toronto, ON M5G 2R2",6222-Retail and wholesale buyers,Unknown,1.0,1.0,2023,October 2023,October,M5G 2R2,6222,Retail and wholesale buyers,62101,Retail and wholesale buyers,2
135,Ontario,High Wage,iip recuriters inc,"brampton, ON L6X 5A7",1414-Receptionists,Unknown,1.0,2.0,2023,October 2023,October,L6X 5A7,1414,Receptionists,14101,Receptionists,4
136,Ontario,High Wage,INDERSONS ELECTRONICS INC,"MISSISSAUGA, ON L4W 5K4","1211-Supervisors, general office and administrative support workers",Unknown,1.0,1.0,2023,October 2023,October,L4W 5K4,1211,"Supervisors, general office and administrative support workers",12010,"Supervisors, general office and administrative support workers",2
137,Ontario,High Wage,Inspectest Consulting Inc.,"Mississauga, ON L5N 8C3","0013-Senior managers - financial, communications and other business services",Unknown,1.0,1.0,2023,October 2023,October,L5N 8C3,0013,"Senior managers - financial, communications and other business services",00012,"Senior managers - financial, communications and other business services",0
138,Ontario,High Wage,JBH Truck Centre Ltd.,"Brampton, ON L6T 1A7","0016-Senior managers - construction, transportation, production and utilities",Unknown,1.0,1.0,2023,October 2023,October,L6T 1A7,0016,"Senior managers - construction, transportation, production and utilities",00015,"Senior managers - construction, transportation, production and utilities",0
139,Ontario,High Wage,JBH Truck Centre Ltd.,"Brampton, ON L6T 1A7",0731-Managers in transportation,Unknown,1.0,1.0,2023,October 2023,October,L6T 1A7,0731,Managers in transportation,70020,Managers in transportation,0
140,Ontario,High Wage,KAMY EVENT SOLUTIONS INC,"Toronto, ON M5V 2Y1","1123-Professional occupations in advertising, marketing and public relations",Unknown,1.0,1.0,2023,October 2023,October,M5V 2Y1,1123,"Professional occupations in advertising, marketing and public relations",10022,"Advertising, marketing and public relations managers",0
141,Ontario,High Wage,KAMY EVENT SOLUTIONS INC,"Toronto, ON M5V 2Y1","1123-Professional occupations in advertising, marketing and public relations",Unknown,1.0,1.0,2023,October 2023,October,M5V 2Y1,1123,"Professional occupations in advertising, marketing and public relations",11202,"Professional occupations in advertising, marketing and public relations",1
142,Ontario,High Wage,KAMY EVENT SOLUTIONS INC,"Toronto, ON M5V 2Y1","1123-Professional occupations in advertising, marketing and public relations",Unknown,1.0,1.0,2023,October 2023,October,M5V 2Y1,1123,"Professional occupations in advertising, marketing and public relations",64409,Other customer and information services representatives,4
143,Ontario,High Wage,KAMY EVENT SOLUTIONS INC,"Toronto, ON M5V 2Y1",1226-Conference and event planners,Unknown,1.0,1.0,2023,October 2023,October,M5V 2Y1,1226,Conference and event planners,12103,Conference and event planners,2
144,Ontario,High Wage,Kidoo Tax & Financial Services Inc.,"Etobicoke, ON M9V 3Y7",0113-Purchasing managers,Unknown,1.0,1.0,2023,October 2023,October,M9V 3Y7,0113,Purchasing managers,10012,Purchasing managers,0
145,Ontario,High Wage,KISTAANGS INC,"MILTON, ON L9T 0J3",2173-Software engineers and designers,Unknown,1.0,1.0,2023,October 2023,October,L9T 0J3,2173,Software engineers and designers,21211,Data scientists,1
146,Ontario,High Wage,KISTAANGS INC,"MILTON, ON L9T 0J3",2173-Software engineers and designers,Unknown,1.0,1.0,2023,October 2023,October,L9T 0J3,2173,Software engineers and designers,21231,Software engineers and designers,1
147,Ontario,High Wage,Lavish Home Comfort Ltd,"Mississauga, ON L5B 4N4",7313-Refrigeration and air conditioning mechanics,Unknown,1.0,1.0,2023,October 2023,October,L5B 4N4,7313,"Heating, refrigeration and air conditioning mechanics",72402,"Heating, refrigeration and air conditioning mechanics",2
148,Ontario,High Wage,LITTLE GROUP INC.,"Toronto, ON M6N 4Z5",6314-Customer and information services supervisors,Unknown,1.0,1.0,2023,October 2023,October,M6N 4Z5,6314,Customer and information services supervisors,62023,Customer and information services supervisors,2
149,Ontario,High Wage,Lux Academy Inc.,"Richmond Hill, ON L4C 9P9","0124-Advertising, marketing and public relations managers",Unknown,1.0,1.0,2023,October 2023,October,L4C 9P9,0124,"Advertising, marketing and public relations managers",10022,"Advertising, marketing and public relations managers",0
150,Ontario,High Wage,MaaWaa Drinks&Foods Inc.,"Mississauga, ON L5A 2R5",1311-Accounting technicians and bookkeepers,Unknown,1.0,1.0,2023,October 2023,October,L5A 2R5,1311,Accounting technicians and bookkeepers,12200,Accounting technicians and bookkeepers,2
151,Ontario,High Wage,MAKEIT CORP.,"North Bay, ON P1A 0B4","0013-Senior managers - financial, communications and other business services",Unknown,1.0,1.0,2023,October 2023,October,P1A 0B4,0013,"Senior managers - financial, communications and other business services",00012,"Senior managers - financial, communications and other business services",0
152,Ontario,High Wage,Malvi Systems Canada Incorporated,"TORONTO, ON M9W 5Z8",2174-Computer programmers and interactive media developers,Corporation,1.0,1.0,2023,October 2023,October,M9W 5Z8,2174,Computer programmers and interactive media developers,21230,Computer systems developers and programmers,1
153,Ontario,High Wage,Malvi Systems Canada Incorporated,"TORONTO, ON M9W 5Z8",2174-Computer programmers and interactive media developers,Corporation,1.0,1.0,2023,October 2023,October,M9W 5Z8,2174,Computer programmers and interactive media developers,21232,Software developers and programmers,1
154,Ontario,High Wage,Malvi Systems Canada Incorporated,"TORONTO, ON M9W 5Z8",2174-Computer programmers and interactive media developers,Corporation,1.0,1.0,2023,October 2023,October,M9W 5Z8,2174,Computer programmers and interactive media developers,21234,Web developers and programmers,1
155,Ontario,High Wage,MCB Plumbing Canada,"Scarborough, ON M1B 2K4",7251-Plumbers,Unknown,1.0,1.0,2023,October 2023,October,M1B 2K4,7251,Plumbers,72300,Plumbers,2
156,Ontario,High Wage,Merchant,"Toronto, ON M6K  1Y","5131-Producers, directors, choreographers and related occupations",Corporation,1.0,1.0,2023,October 2023,October,M6K  1Y,5131,"Producers, directors, choreographers and related occupations",51120,"Producers, directors, choreographers and related occupations",1
157,Ontario,High Wage,Meza Tronics Inc.,"Mississauga, ON L5N 5V3",2174-Computer programmers and interactive media developers,Unknown,1.0,1.0,2023,October 2023,October,L5N 5V3,2174,Computer programmers and interactive media developers,21230,Computer systems developers and programmers,1
158,Ontario,High Wage,Meza Tronics Inc.,"Mississauga, ON L5N 5V3",2174-Computer programmers and interactive media developers,Unknown,1.0,1.0,2023,October 2023,October,L5N 5V3,2174,Computer programmers and interactive media developers,21232,Software developers and programmers,1
159,Ontario,High Wage,Meza Tronics Inc.,"Mississauga, ON L5N 5V3",2174-Computer programmers and interactive media developers,Unknown,1.0,1.0,2023,October 2023,October,L5N 5V3,2174,Computer programmers and interactive media developers,21234,Web developers and programmers,1
160,Ontario,High Wage,Mirza Property Management & Consultants Ltd.,"Toronto, ON M5A 1S9",0125-Other business services managers,Unknown,1.0,1.0,2023,October 2023,October,M5A 1S9,0125,Other business services managers,10029,Other business services managers,0
161,Ontario,High Wage,Mouri Tech Inc,"Scarborough, ON M1B 2W1","0013-Senior managers - financial, communications and other business services",Unknown,1.0,1.0,2023,October 2023,October,M1B 2W1,0013,"Senior managers - financial, communications and other business services",00012,"Senior managers - financial, communications and other business services",0
162,Ontario,High Wage,MSF Alliance Canada Ltd.,"Toronto, ON M5V 2Y1",1241-Administrative assistants,Unknown,1.0,1.0,2023,October 2023,October,M5V 2Y1,1241,Administrative assistants,13110,Administrative assistants,3
163,Ontario,High Wage,MULTI LOGISTICS INC.,"windsor, ON N9B 3W9","0016-Senior managers - construction, transportation, production and utilities",Unknown,1.0,1.0,2023,October 2023,October,N9B 3W9,0016,"Senior managers - construction, transportation, production and utilities",00015,"Senior managers - construction, transportation, production and utilities",0
164,Ontario,High Wage,National Impex Inc.,"Mississauga, ON L5S 1M4","0015-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1.0,1.0,2023,October 2023,October,L5S 1M4,0015,"Senior managers - trade, broadcasting and other services, n.e.c.",00014,"Senior managers - trade, broadcasting and other services",0
165,Ontario,High Wage,Nexim healthcare consultants Inc,"Toronto, ON M6C 2R4",3212-Medical laboratory technicians and pathologists' assistants,Unknown,1.0,1.0,2023,October 2023,October,M6C 2R4,3212,Medical laboratory technicians and pathologists' assistants,31303,"Physician assistants, midwives and allied health professionals",1
166,Ontario,High Wage,Nexim healthcare consultants Inc,"Toronto, ON M6C 2R4",3212-Medical laboratory technicians and pathologists' assistants,Unknown,1.0,1.0,2023,October 2023,October,M6C 2R4,3212,Medical laboratory technicians and pathologists' assistants,32120,Medical laboratory technologists,2
